dataset,avg_gurobi_reach,avg_gurobi_nodes,avg_gurobi_time,avg_cplex_reach,avg_cplex_nodes,avg_cplex_time
Truncated Normal Prism,180.0,1.0,0.2395179510116577,180.0,0.0,0.5633364677429199
